product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
b.tempt'd Lace Kiss Thong,Fusion Coral,COLLECTIONS,13,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This is a wearable way to WOW in any situation- no panty lines, just lovely lace that is always in style.",b.tempt'd Lace Kiss Thong,NULL,NULL,25-04-20 13:49
b.tempt'd Lace Kiss Thong,Yucca,COLLECTIONS,13,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This is a wearable way to WOW in any situation- no panty lines, just lovely lace that is always in style.",b.tempt'd Lace Kiss Thong,NULL,NULL,25-04-20 13:49
b.tempt'd Lace Kiss Thong,Night/Animal Accent,COLLECTIONS,13,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This is a wearable way to WOW in any situation- no panty lines, just lovely lace that is always in style.",b.tempt'd Lace Kiss Thong,NULL,NULL,25-04-20 13:49
b.tempt'd Lace Kiss Thong,Tango Red,COLLECTIONS,13,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This is a wearable way to WOW in any situation- no panty lines, just lovely lace that is always in style.",b.tempt'd Lace Kiss Thong,NULL,NULL,25-04-20 13:49
b.tempt'd Lace Kiss Thong,Denim,COLLECTIONS,13,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This is a wearable way to WOW in any situation- no panty lines, just lovely lace that is always in style.",b.tempt'd Lace Kiss Thong,NULL,NULL,25-04-20 13:49
b.tempt'd Lace Kiss Thong,Lime Punch/Polka Dot,COLLECTIONS,13,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"This is a wearable way to WOW in any situation- no panty lines, just lovely lace that is always in style.",b.tempt'd Lace Kiss Thong,NULL,NULL,25-04-20 13:49
b.inspired Bralette,Very Violet/Gray,BRAS AND BRALETTES,34,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The most captivating thing a girl can wear when lounging on the couch with a loved one- or, for that matter, no one- this bralette takes a daring deep v neckline and tips it with dainty lace. Sensuous and sweet,  stretch mesh provides subtle support and the band along the bottom keeps the fit secure.",b.inspired Bralette,NULL,NULL,25-04-20 13:49
b.inspired Bralette,Night/Dazzling Blue,BRAS AND BRALETTES,34,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The most captivating thing a girl can wear when lounging on the couch with a loved one- or, for that matter, no one- this bralette takes a daring deep v neckline and tips it with dainty lace. Sensuous and sweet,  stretch mesh provides subtle support and the band along the bottom keeps the fit secure.",b.inspired Bralette,NULL,NULL,25-04-20 13:49
b.inspired Bralette,Deep Taupe/Rose Smoke,BRAS AND BRALETTES,34,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,"The most captivating thing a girl can wear when lounging on the couch with a loved one- or, for that matter, no one- this bralette takes a daring deep v neckline and tips it with dainty lace. Sensuous and sweet,  stretch mesh provides subtle support and the band along the bottom keeps the fit secure.",b.inspired Bralette,NULL,NULL,25-04-20 13:49
b.cherished Thong,Lotus Pink,PANTIES,18,"S,M,L,XL","l,m,s,xl",WACOAL,Btemptd US,This confetti lace thong with figure flattering corsetry details is downright covetable.  The delicate scallop trim along the legs and back and banded waist detail that gleams make this panty pretty perfect from top to bottom.,b.cherished Thong,NULL,NULL,25-04-20 13:49
