product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
Push Up Bra by Wonderbra,Nude,Lingerie,46,"32A,34A,36A,32B,34B,36B,38B,32C,34C,36C,30D,32D,34D,36D","36A,38B",US TOPSHOP,Topshop US,"Opt for an enhanced look in this full-support push up bra in a neutral nude by iconic brand Wonderbra. 45% Polyester, 43% Polyamide, 12% Elastane. Machine wash.",Push Up Bra by Wonderbra,NULL,NULL,26-04-20 19:42
Yasallie Bra by Yas,BLACK,Lingerie,28,"XS,S,M,L,XL",XS,US TOPSHOP,Topshop US,"Black bra by Yas. 90% Polyamide, 10% Elastane. Machine wash.",Yasallie Bra by Yas,NULL,NULL,26-04-20 19:42
Seamless Sporty Thongs,NAVY BLUE,Lingerie,10,"S,M,L",L,US TOPSHOP,Topshop US,"This sporty thong comes in a cool navy blue with a low-rise fit. 85% Polyamide,14% Elastane,1% Polyester. Machine wash.",Seamless Sporty Thongs,NULL,NULL,26-04-20 19:42
Seamless Sporty Bra,WHITE,Lingerie,15,"S,M,L",S,US TOPSHOP,Topshop US,"Opt for a simple but practical style when choosing underwear with this sporty bra in white. 85% Nylon, 14% Elastane,1% Polyester. Machine wash.",Seamless Sporty Bra,NULL,NULL,26-04-20 19:42
Lace Bodysuit by Bluebella,BLACK,Lingerie,70,"4,6,8,10","4,8",US TOPSHOP,Topshop US,"This exquisite black bodysuit courtesy of Bluebella perfectly taps into the 'underwear-as-outerwear' trend. Features a halter neck and gorgeous mesh and lace detailing. 88% Polyester, 12% Elastane. Machine wash.",Lace Bodysuit by Bluebella,NULL,NULL,26-04-20 19:42
Burnout Mesh Knickers by Somedays Lovin',BLACK,Lingerie,52,"XS,S,M,L",S,US TOPSHOP,Topshop US,"Somedays Lovin' mesh knickers with burnout floral detail. Matches with bralet. 92% Polyester, 8% Elastane. Machine wash.",Burnout Mesh Knickers by Somedays Lovin',NULL,NULL,26-04-20 19:42
Floral Lace Thong,BLACK,Lingerie,10,"2,4,6,8,10,12","2,4,6,8,10,12",US TOPSHOP,Topshop US,"Keep slinky silhouettes seam-free with this lace thong underneath. A semi-sheer style with a low rise waist. 89% Polyamide, 11% Elastane. Machine wash.",Floral Lace Thong,3,1,26-04-20 19:42
Lace Thong,Bubblegum Pi,Lingerie,10,"2,4,6,8,10,12,14","2,6,8,10,12",US TOPSHOP,Topshop US,"Bubblegum pink lace thong. 89% Nylon, 11% Elastane. Machine wash.",Lace Thong,1,1,26-04-20 19:42
V-Back Mesh Insert Bra by Ivy Park,Grey Marl,Lingerie,36,"XXS,XS,S,M,L,XL","XXS,XS,S,M,L,XL",US TOPSHOP,Topshop US,"This bra top comes designed with a sheer mesh panel to the back for ventilation, while a power mesh lining and flat-locked contour seam provide a supportive and streamlined shape. Crafted for performance, the technical make ensures a quick drying and durable finish. Finished with a statement Ivy Park logo to the chest it can be worn alone or layered underneath one of our signature tanks. By Ivy Park. 92% Polyester, 8% Elastane. Machine wash. Model's height is 5' 9""",V-Back Mesh Insert Bra by Ivy Park,5,2,26-04-20 19:42
Lace Triangle Bra,CHARTREUSE,Lingerie,30,"2,4,6,8,10,12,14","2,4,8,12",US TOPSHOP,Topshop US,"Add a colour pop to your underwear drawer with this chartreuse lace triangle bra with charcoal contrast waistband. Complete the look with the matching knickers. 85% Nylon, 15% Elastane. Machine wash.",Lace Triangle Bra,5,1,26-04-20 19:42
**MATERNITY Lace and Mesh Nursing Bra,Pale Pink,Lingerie,35,"34B,34C,34D,34DD,36B,36C,36D,36DD",36B,US TOPSHOP,Topshop US,"Add a fresh, feminine touch to your lingerie with this lace and mesh detail bra. With a classic hook fastening at the back and adjustable straps. Designed to wear through pregnancy and beyond . 90% Polyamide, 10% Elastane. Machine wash.",**MATERNITY Lace and Mesh Nursing Bra,5,1,26-04-20 19:42
Floral Lace Brazillian Knickers,ROSE,Lingerie,8,"2,4,6,8,10,12","6,8,10,12",US TOPSHOP,Topshop US,"Floral lace goes semi-sheer and sultry with these Brazilian knickers. Comes in a low rise fit with an elastic free leg-line for a seamless fit. 85% Nylon, 15% Elastane. Machine wash.",Floral Lace Brazillian Knickers,4,1,26-04-20 19:42
Pretty Lace Triangle Bra,NAVY BLUE,Lingerie,26,"2,4,6,8,10,12","2,4,6,8,10,12",US TOPSHOP,Topshop US,"Opt for a luxe but simple style with this navy blue lace triangle bra. 88% Polyamide,12% Elastane. Machine wash.",Pretty Lace Triangle Bra,4.5,2,26-04-20 19:42
Beauty and the Beast Rose Boypants,MULTI,Lingerie,10,"2,4,6,8,10,12","4,6",US TOPSHOP,Topshop US,"Think cute prints and patterns for these comfy boypants. Crafted from a stretchy cotton blend, they feature an all-over print of Disney's Beauty and the Beast with a low-rise waistband for total comfort. 95% Cotton, 5% Elastane. Machine wash.",Beauty and the Beast Rose Boypants,5,2,26-04-20 19:42
Floral Geo Lace Brazillian Knickers,IVORY,Lingerie,8,"2,4,6,8,10,12","4,6,8,10,12",US TOPSHOP,Topshop US,"Floral lace goes semi-sheer and sultry with these Brazilian knickers. Comes in a low-rise fit with a contrast waistband. Part of a set. 85% Nylon, 15% Elastane. Machine wash.",Floral Geo Lace Brazillian Knickers,4,1,26-04-20 19:42
MATERNITY Seamless Bump Band,BLACK,Lingerie,14,"S/M,M/L","S/M,M/L",US TOPSHOP,Topshop US,"Maternity seamless supersoft and stretchy bump band in Black. 91% Nylon,9% Elastane. Machine washable.",MATERNITY Seamless Bump Band,4.7,3,26-04-20 19:42
'Cordelia' Padded Triangle Bra,BLACK,Lingerie,30,"2,4,6,8,10,12","2,4,6,8,10,12",US TOPSHOP,Topshop US,"Delicate floral lace is the focus of this triangle bra. With a cool underband, cross back straps and no pads for a comfortable fit. 89% Nylon, 11% Elastane. Machine wash.",'Cordelia' Padded Triangle Bra,4,4,26-04-20 19:42
Full Lace Panties,BLACK,Lingerie,10,"2,4,6,8,10,12","2,4,6,8,12",US TOPSHOP,Topshop US,"Low rise panties with medium coverage. 88% Polyamide, 12% Elastane. Machine washable.",Full Lace Panties,1.7,3,26-04-20 19:42
Floral Print Bird Thong,Blue,Lingerie,10,"2,4,6,8,10,12","2,4,6",US TOPSHOP,Topshop US,"Blue thong with foral bird print. 86% Polyamide, 14% Elastane. Machine wash.",Floral Print Bird Thong,5,1,26-04-20 19:42
Flower Microfibre Knickers,IVORY,Lingerie,10,"2,4,6,8,10,12","2,4,6,8,10,12",US TOPSHOP,Topshop US,"Keep comfy in these low rise light blue microfibre ladypants with medium coverage. Comes with a lace trim and all over flower print. 89% Polyamide, 11% Elastane. Machine wash.",Flower Microfibre Knickers,3,1,26-04-20 19:42
Pretty Lace Triangle Bra,BLACK,Lingerie,26,"2,4,6,8,10,12","2,12",US TOPSHOP,Topshop US,"Black lace triangle bra. 88% Polyamide,12% Elastane. Machine washable.",Pretty Lace Triangle Bra,5,1,26-04-20 19:42
Padded Lace Triangle Bra,AQUA,Lingerie,30,"2,4,6,8,10,12","2,4,6,8,10,12",US TOPSHOP,Topshop US,"Aqua lace triangle bra with pad and racerback detail. 89% Nylon, 11% Elastane. Machine wash.",Padded Lace Triangle Bra,4,1,26-04-20 19:42
Two Tone Lace Brazilian Knickers,PALE BLUE,Lingerie,10,"2,4,6,8,10,12","2,4,6,8,10,12",US TOPSHOP,Topshop US,"Pale blue two tone lace Brazilian knickers. 49% Polyamide, 36% Polyester, 15% Elastane. Machine wash.",Two Tone Lace Brazilian Knickers,5,1,26-04-20 19:42
Low Rise Mesh Brazilian Panties,BLACK,Lingerie,8,"2,4,6,8,10,12","4,10,12",US TOPSHOP,Topshop US,"Low rise mesh Brazilian panties with an elastic free trim for a seamless fit. 84% Polyamide, 16% Elastane. Machine wash.",Low Rise Mesh Brazilian Panties,4.7,15,26-04-20 19:42
V-Back Mesh Insert Bra by Ivy Park,BLACK,Lingerie,36,"XXS,XS,S,M,L,XL","XXS,XS,S,XL",US TOPSHOP,Topshop US,"This bra top comes designed with a sheer mesh panel to the back for ventilation, while a power mesh lining and flat-locked contour seam provide a supportive and streamlined shape. Crafted for performance, the technical make ensures a quick drying and durable finish. Finished with a statement Ivy Park logo to the chest it can be worn alone or layered underneath one of our signature tanks. By Ivy Park. 79% Polyester, 21% Elastane. Machine wash. Model's height is 5' 9"" |",V-Back Mesh Insert Bra by Ivy Park,4.4,17,26-04-20 19:42
MATERNITY Lace and Mesh Nursing Bra,IVORY,Lingerie,35,"34B,34C,34D,34DD,36B,36C,36D,36DD","34D,36C",US TOPSHOP,Topshop US,"Update your lingerie with this season's pastels in this Maternity lace and mesh nursing bra. Designed to wear through pregnancy and beyond . 90% Polyamide, 10% Elastane. Machine wash.",MATERNITY Lace and Mesh Nursing Bra,2.5,2,26-04-20 19:42
Friends Low Rise Boypants,MULTI,Lingerie,10,"2,4,6,8,10,12","2,4,6,8",US TOPSHOP,Topshop US,"Think cute prints and patterns for these comfy boypants. Crafted from a stretchy cotton blend, they feature an all-over â€˜Friendsâ€™ print with a low rise waistband for total comfort. 95% Cotton, 5% Elastane. Machine wash.",Friends Low Rise Boypants,5,1,26-04-20 19:42
MATERNITY Lace and Mesh Nursing Bra,BLACK,Lingerie,35,"34B,34C,34D,34DD,36B,36C,36D,36DD",36C,US TOPSHOP,Topshop US,"Add a fresh, feminine touch to your lingerie with this lace and mesh detail nursing bra. With a classic hook fastening at the back and adjustable straps. Designed to wear through pregnancy and beyond . 90% Polyamide, 10% Elastane. Machine wash.",MATERNITY Lace and Mesh Nursing Bra,4,4,26-04-20 19:42
Lace Balcony Bra,Bubblegum Pi,Lingerie,35,"32A,32B,32C,32D,32DD,34A,34B,34C,34D,36A,36B,36C","32B,32C,32D,34B,34C,34D,36A,36B,36C",US TOPSHOP,Topshop US,"Bubble gum pink lace balcony bra. 89% Nylon, 11% Elastane. Machine wash.",Lace Balcony Bra,4,1,26-04-20 19:42
**MATERNITY Sleep Bra Two Multi-Pack,BLACK,Lingerie,35,"S/M,M/L",M/L,US TOPSHOP,Topshop US,"Multi-pack of two jersey sleep bras. A must-have to keep you comfy and secure during your pregnancy. 94% Polyamide, 6% Elastane. Machine wash.",**MATERNITY Sleep Bra Two Multi-Pack,4.2,5,26-04-20 19:42
Modern Cotton Bralet by Calvin Klein,WHITE,Lingerie,52,"S,M,L","S,L",US TOPSHOP,Topshop US,"Modern cotton bralet by Calvin Klein underwear. 53% Cotton, 35% Modal, 12% Elastane. Machine wash.",Modern Cotton Bralet by Calvin Klein,4.5,2,26-04-20 19:42
Embellished Underwire Bra,MULTI,Lingerie,45,"30A,30B,30C,30D,30DD,32A,32B,32C,32D,32DD,34A,34B,34C,34D,34DD,36A,36B,36C,36D","30A,30B,30C,32A,32B,32C,34A,34B,34C,36A,36B,36C",US TOPSHOP,Topshop US,"Cream mesh triangle bra with embroidered floral detailing on each cup. 89% Polyamide, 11% Elastane. Machine wash.",Embellished Underwire Bra,2,1,26-04-20 19:42
Colourblock Triangle Bra,Nude,Lingerie,35,"2,4,6,8,10,12","2,4,6,8,10,12",US TOPSHOP,Topshop US,"|Nude and pale blue colourblock sporty triangle bra with orange detail. 85% Polyamide, 15% Elastane. Machine wash.|",Colourblock Triangle Bra,3,2,26-04-20 19:42
Push Up Bra by Bluebella,Pink,Lingerie,52,"32B,32C,32D,34B,34C,34D,36B,36C","32B,32C,32D,34B,34C,34D,36B,36C",US TOPSHOP,Topshop US,"Pink push up bra by Bluebella. 89% Polyamide,11% Elastane. Machine wash.",Push Up Bra by Bluebella,5,1,26-04-20 19:42
Criss Cross Lace Mini Knickers,PALE BLUE,Lingerie,20,"2,4,6,8,10,12","6,8,12",US TOPSHOP,Topshop US,"Low rise mini knickers with good coverage. 78% Polyamide, 22% Elastane. Machine wash.",Criss Cross Lace Mini Knickers,5,2,26-04-20 19:42
Laura Plunge Bra by Bluebella,BLACK,Lingerie,52,"32B,32C,32D,34B,34C,34D,36B,36C","32B,32C,32D,34B,34C,34D,36B",US TOPSHOP,Topshop US,"Black push-up plunge bra by Bluebella with gold metal detail. 89% Polyamide,11% Elastane. Machine wash.",Laura Plunge Bra by Bluebella,5,1,26-04-20 19:42
Contrast Lace Triangle Bra,PALE BLUE,Lingerie,38,"2,4,6,8,10,12",8,US TOPSHOP,Topshop US,"Non-padded triangle bra with non-wired cups for a barely there, natural shape. 66% Polyamide, 22% Viscose, 12% Elastane. Machine wash.",Contrast Lace Triangle Bra,5,1,26-04-20 19:42
Heart Print Microfibre Thongs,Nude,Lingerie,10,"2,4,6,8,10,12","2,4",US TOPSHOP,Topshop US,"Keep comfy in this low rise nude microfibre thongs in cute heart print. Comes with a lace trim. 86% Polyamide, 14% Elastane. Machine wash.",Heart Print Microfibre Thongs,5,1,26-04-20 19:42
**Bralet by TOPSHOP BRIDE,IVORY,Lingerie,45,"32A,32B,32C,32D,34A,34B,34C,34D,36A,36B,36C,36D","32A,32B,32C,34A,34B,34C,36A,36B,36C",US TOPSHOP,Topshop US,Bralet with non-padded underwired cups for a supported natural shape. 100% Polyester. Machine wash.,**Bralet by TOPSHOP BRIDE,5,1,26-04-20 19:42
Criss Cross Lace Underwire Bra,PALE BLUE,Lingerie,38,"32A,32B,32C,32D,32DD,34A,34B,34C,34D,34DD,36A,36B,36C,36D","32A,34A,34B,36A",US TOPSHOP,Topshop US,"Update your under layers with this pretty lace underwire bra in a criss-cross design, with no pads for a barely-there feel. 78% Polylactide, 22% Elastane. Machine wash.",Criss Cross Lace Underwire Bra,5,1,26-04-20 19:42
PRETTY LACE THONG,POWDER PINK,Lingerie,10,"2,4,6,8,10,12",10,US TOPSHOP,Topshop US,"Low rise lace thong. 89% Nylon, 11% Elastane. Machine wash.",PRETTY LACE THONG,1,1,26-04-20 19:42
Contrast Waist Thongs,PALE BLUE,Lingerie,20,"2,4,6,8,10,12",10,US TOPSHOP,Topshop US,"Pale blue lacey thongs with contrast waistband and strappy detail. 66% Polyamide, 22% Viscose, 12% Elastane. Machine wash.",Contrast Waist Thongs,4.5,2,26-04-20 19:42
Seamless Sporty Bra,Pink,Lingerie,15,"S,M,L",M,US TOPSHOP,Topshop US,"Opt for a simple but practical style when choosing underwear with this sporty bra in pink. 49% Polyamide, 39% Polyester, 12% Elastane. Machine wash.",Seamless Sporty Bra,4,1,26-04-20 19:42
Heart Print Boypants,TBC,Lingerie,10,"2,4,6,8,10,12","4,6,8",US TOPSHOP,Topshop US,"Think cute prints and patterns with these comfy boypants. Crafted from a stretchy cotton blend, they feature an all-over heart print with a low-rise waistband for total comfort. 95% Cotton, 5% Elastane. Machine wash.",Heart Print Boypants,5,2,26-04-20 19:42
Satin and Lace Mini Knickers,ICE BLUE,Lingerie,20,"2,4,6,8,10,12",2,US TOPSHOP,Topshop US,"Opt for a pretty touch to your lingerie basics in these low rise mini knickers with good coverage in lace and satin. 89% Polyamide, 11% Elastane. Machine wash.",Satin and Lace Mini Knickers,5,1,26-04-20 19:42
Satin Bralet,ROSE,Lingerie,46,"32A,32B,32C,32D,32DD,34A,34B,34C,34D,34DD,36A,36B,36C,36D",36B,US TOPSHOP,Topshop US,"Turn to luxe lace to elevate your lingerie collection. This satin bralet in rose comes with lightly padded underwired cups for a smooth shape and added support. 95% Polyester, 5% Elastane. Machine wash.",Satin Bralet,1,1,26-04-20 19:42
