product_name,color,product_category,mrp,total_sizes,available_size,brand_name,retailer,description,pdp_url,rating,review_count,scrapping_datetime
Body by Victoria NEW! Strapless Balconet Bra,peach melba with lip smacker crossdye,Strapless Balconet Bra,46.5,"32A, 32B, 32C, 32D, 32DD, 32DDD, 34A, 34B, 34C, 34D, 34DD, 34DDD, 36A, 36B, 36C, 36D, 36DD, 36DDD, 38A, 38B, 38C, 38D, 38DD, 38DDD, 40A, 40B, 40C, 40D, 40DD, 40DDD",38D3,Victoria's Secret,Victoriassecret US,"This soft, sexy shape is all about options, with straps when you need them.Â  Lift & Lining â€¢ Lightly lined for shape â€¢ Underwire cups Straps & Hooks â€¢ Adjustable, removable straps â€¢ Back closure â€¢ Triple row of hook-and-eye closures Details & Fabric â€¢ Imported nylon/spandex",Body by Victoria NEW! Strapless Balconet Bra,NULL,NULL,26-04-20 19:57
Body by Victoria NEW! Strapless Balconet Bra,coconut white with champagne cross dye,Strapless Balconet Bra,46.5,"32A, 32B, 32C, 32D, 32DD, 32DDD, 34A, 34B, 34C, 34D, 34DD, 34DDD, 36A, 36B, 36C, 36D, 36DD, 36DDD, 38A, 38B, 38C, 38D, 38DD, 38DDD, 40A, 40B, 40C, 40D, 40DD, 40DDD",40D3,Victoria's Secret,Victoriassecret US,"This soft, sexy shape is all about options, with straps when you need them.Â  Lift & Lining â€¢ Lightly lined for shape â€¢ Underwire cups Straps & Hooks â€¢ Adjustable, removable straps â€¢ Back closure â€¢ Triple row of hook-and-eye closures Details & Fabric â€¢ Imported nylon/spandex",Body by Victoria NEW! Strapless Balconet Bra,NULL,NULL,26-04-20 19:57
Dream Angels Wicked Unlined Uplift Bra,Gold Earth,Wicked Unlined Uplift Bra,38.5,"32A, 32B, 32C, 32D, 32DD, 32DDD, 34A, 34B, 34C, 34D, 34DD, 34DDD, 36A, 36B, 36C, 36D, 36DD, 36DDD, 38A, 38B, 38C, 38D, 38DD, 38DDD",32DD,Victoria's Secret,Victoriassecret US,"A little lift goes a long way: the push-up without padding in eyelash lace gives a comfy, natural boost thanks to a hidden sling. Lift & Lining Unlined with innovative sling to provide push-up without padding Underwire cupsÂ  Straps & Hooks Adjustable straps Back closure Double row of hook-and-eye closures Can be worn classic or crossback Details & Fabric Allover lace with bows at front and straps Imported nylon/spandex/metallic threads or nylon/elastane",Dream Angels Wicked Unlined Uplift Bra,NULL,NULL,26-04-20 19:57
Dream Angels Wicked Unlined Uplift Bra,Sterling Pewter,Wicked Unlined Uplift Bra,38.5,"32A, 32B, 32C, 32D, 32DD, 32DDD, 34A, 34B, 34C, 34D, 34DD, 34DDD, 36A, 36B, 36C, 36D, 36DD, 36DDD, 38A, 38B, 38C, 38D, 38DD, 38DDD",32DD,Victoria's Secret,Victoriassecret US,"A little lift goes a long way: the push-up without padding in eyelash lace gives a comfy, natural boost thanks to a hidden sling. Lift & Lining Unlined with innovative sling to provide push-up without padding Underwire cupsÂ  Straps & Hooks Adjustable straps Back closure Double row of hook-and-eye closures Can be worn classic or crossback Details & Fabric Allover lace with bows at front and straps Imported nylon/spandex/metallic threads or nylon/elastane",Dream Angels Wicked Unlined Uplift Bra,NULL,NULL,26-04-20 19:57
Dream Angels Wicked Unlined Uplift Bra,Sterling Pewter,Wicked Unlined Uplift Bra,34.5,"32A, 32B, 32C, 32D, 32DD, 32DDD, 34A, 34B, 34C, 34D, 34DD, 34DDD, 36A, 36B, 36C, 36D, 36DD, 36DDD, 38A, 38B, 38C, 38D, 38DD, 38DDD",36C,Victoria's Secret,Victoriassecret US,"A little lift goes a long way: the push-up without padding in eyelash lace gives a comfy, natural boost thanks to a hidden sling. Lift & Lining Unlined with innovative sling to provide push-up without padding Underwire cupsÂ  Straps & Hooks Adjustable straps Back closure Double row of hook-and-eye closures Can be worn classic or crossback Details & Fabric Allover lace with bows at front and straps Imported nylon/spandex/metallic threads or nylon/elastane",Dream Angels Wicked Unlined Uplift Bra,NULL,NULL,26-04-20 19:57
PINK Super Soft Beach Cheeky Cropped Tank,orange flirt,Super Soft Beach Cheeky Cropped Tank,26.95,"XS, S, M, L",M,Victoria's Secret Pink,Victoriassecret US,Crop it like itâ€™s hot! This super soft swing tank is a must-pack for Spring Break. Super soft fabric Relaxed fit Cropped length Scoop neck front & back Imported modal/spandex,PINK Super Soft Beach Cheeky Cropped Tank,NULL,NULL,26-04-20 19:57
Very Sexy NEW! Satin Kimono,blue paisley,Satin Kimono,49.5,"XS/S, M/L",XS/S,Victoria's Secret,Victoriassecret US,"For a hint of drama and nighttime glamour slip on this soft, silky wrap. Wide sleeves and a short shape make it the perfect addition to your lingerie wardrobe. Side pockets Mid-thigh length Removable tie at waist Imported polyester",Very Sexy NEW! Satin Kimono,NULL,NULL,26-04-20 19:57
Very Sexy NEW! Satin Kimono,silver sea,Satin Kimono,49.5,"XS/S, M/L",XS/S,Victoria's Secret,Victoriassecret US,"For a hint of drama and nighttime glamour slip on this soft, silky wrap. Wide sleeves and a short shape make it the perfect addition to your lingerie wardrobe. Side pockets Mid-thigh length Removable tie at waist Imported polyester",Very Sexy NEW! Satin Kimono,NULL,NULL,26-04-20 19:57
Very Sexy NEW! Satin Kimono,cadette green,Satin Kimono,49.5,"XS/S, M/L",XS/S,Victoria's Secret,Victoriassecret US,"For a hint of drama and nighttime glamour slip on this soft, silky wrap. Wide sleeves and a short shape make it the perfect addition to your lingerie wardrobe. Side pockets Mid-thigh length Removable tie at waist Imported polyester",Very Sexy NEW! Satin Kimono,NULL,NULL,26-04-20 19:57
Very Sexy NEW! Satin Kimono,play nice leopard,Satin Kimono,49.5,"XS/S, M/L",XS/S,Victoria's Secret,Victoriassecret US,"For a hint of drama and nighttime glamour slip on this soft, silky wrap. Wide sleeves and a short shape make it the perfect addition to your lingerie wardrobe. Side pockets Mid-thigh length Removable tie at waist Imported polyester",Very Sexy NEW! Satin Kimono,NULL,NULL,26-04-20 19:57
Body by Victoria Perfect Shape Bra,ensign with faded denim crossdye,Perfect Shape Bra,54.5,"32A, 32B, 32C, 32D, 32DD, 32DDD, 34A, 34B, 34C, 34D, 34DD, 34DDD, 36A, 36B, 36C, 36D, 36DD, 36DDD, 38A, 38B, 38C, 38D, 38DD, 38DDD, 40A, 40B, 40C, 40D, 40DD, 40DDD",34D,Victoria's Secret,Victoriassecret US,"The sexy lift of a push-up meets theÂ coverage you want in a supersoft bra youâ€™ll love to wear. With lighter Memory Fit for extra support as it conforms to your curves and a smoothing U-shaped back. Lift & Lining Extreme lift Full coverage underwire cups Â  Straps & Hooks Adjustable straps can convert to crossback and snap into place for a secure hold Back closure Double row of hook and eye closures; Sizes 36DD & 38D-38DD have triple row of closures for a secure, comfortable fit 4 settings to ensure a perfect fit Â  Details & Fabric U-shaped ballet back prevents band from riding up and offers more coverage Supersoft, double-lined sides for the smoothest shape Imported nylon/spandex",Body by Victoria Perfect Shape Bra,NULL,NULL,26-04-20 19:57
